Age,Height(cm),Weight(kg),Running Speed(km/h),Calories Burned,Running Time(min)
31,177,54,8.0,257.7,33
58,164,74,13.5,722.8,44
31,179,94,13.5,2381.2,114
31,176,89,10.5,989.1,62
55,171,49,13.5,329.3,30
29,159,99,8.0,1109.2,85
33,180,77,8.0,355.2,32
48,176,98,13.5,1532.8,70
25,161,45,8.0,211.4,35
56,180,62,13.5,631.2,45
36,181,76,8.0,153.3,15
42,181,91,13.5,337.8,17
43,184,93,13.5,2291.3,109
37,170,55,13.5,477.4,39
34,159,65,8.0,199.3,22
29,165,70,13.5,1306.1,79
32,156,69,13.5,1222.3,76
25,153,66,10.5,230.6,21
28,176,71,10.5,249.2,21
54,174,93,13.5,465.4,22
35,180,57,10.5,333.3,33
23,160,77,13.5,557.4,31
51,169,78,10.5,345.7,25
34,185,85,8.0,1361.1,119
32,166,79,8.0,686.3,63
55,160,45,13.5,260.9,25
20,179,65,13.5,1768.2,116
41,184,92,8.0,681.6,55
48,187,99,8.0,1044.9,76
56,171,50,10.5,557.8,66
29,176,72,13.5,1295.6,80
33,186,61,8.0,663.6,82
53,184,49,8.0,750.2,106
22,153,75,13.5,1899.0,111
35,165,49,10.5,790.2,89
29,165,82,10.5,1220.3,81
42,170,47,10.5,430.1,54
30,175,97,10.5,328.8,19
47,185,67,8.0,953.1,99
20,168,81,13.5,661.1,36
55,166,97,13.5,1128.6,51
24,175,81,8.0,277.5,25
41,171,54,8.0,440.8,58
29,177,54,8.0,739.2,100
48,150,63,13.5,1682.9,119
54,185,61,13.5,883.1,67
54,186,65,13.5,1265.4,91
44,151,58,10.5,727.4,75
46,166,53,8.0,575.6,81
19,189,90,8.0,334.7,27
44,187,45,8.0,628.2,106
19,170,95,13.5,516.0,25
50,158,89,8.0,316.5,25
32,162,57,8.0,801.1,99
38,160,48,10.5,855.7,99
48,165,45,13.5,221.6,21
54,165,93,8.0,383.6,31
24,151,84,13.5,1132.3,62
24,157,76,13.5,470.8,28
22,162,78,13.5,1407.5,77
30,166,72,10.5,1009.9,78
48,188,75,13.5,1840.2,111
51,173,52,13.5,998.4,89
26,152,83,13.5,1719.2,91
19,179,70,8.0,746.4,79
28,162,78,10.5,657.2,48
47,168,98,8.0,325.6,23
45,156,98,10.5,1572.0,91
21,158,47,10.5,437.3,51
41,168,94,13.5,920.6,44
57,189,56,13.5,702.2,55
47,171,45,8.0,381.7,59
37,167,98,10.5,1989.6,115
36,172,88,13.5,1221.7,61
55,151,49,13.5,236.5,21
38,160,74,13.5,484.0,28
20,180,74,13.5,989.8,62
29,182,61,8.0,166.0,20
58,163,92,8.0,604.6,48
36,165,91,13.5,2003.5,94
29,160,67,13.5,1812.7,115
33,182,59,13.5,1455.9,114
52,156,81,13.5,1051.8,60
49,180,65,13.5,1114.1,73
17,163,58,10.5,835.2,84
31,177,46,10.5,172.5,22
29,165,55,10.5,348.8,38
33,168,95,10.5,1316.4,81
40,166,83,13.5,342.7,18
24,175,82,10.5,1566.8,110
43,155,78,10.5,205.1,15
39,158,82,8.0,567.2,48
24,166,94,10.5,363.8,23
24,180,78,10.5,1006.0,77
42,161,62,13.5,1299.7,90
29,172,74,10.5,319.3,24
55,154,59,10.5,241.9,24
53,185,71,13.5,1004.4,64
44,185,95,10.5,946.0,58
41,152,78,13.5,1104.2,62
32,173,96,10.5,1622.3,101
18,166,82,8.0,226.6,20
34,188,77,8.0,1046.7,102
33,175,68,10.5,466.7,38
46,153,59,8.0,798.4,99
55,161,74,13.5,2003.5,120
29,150,99,10.5,1799.5,109
48,170,86,13.5,1331.7,72
45,168,95,8.0,1591.2,119
46,170,61,13.5,1099.1,78
34,167,49,8.0,747.4,108
29,152,73,8.0,723.6,70
59,181,48,8.0,714.3,112
37,159,54,13.5,1189.0,96
46,189,61,8.0,212.4,26
37,164,54,10.5,444.4,49
33,154,61,8.0,735.7,85
56,153,64,10.5,1384.7,119
35,177,68,10.5,1434.6,118
31,153,49,10.5,910.2,103
25,164,78,10.5,286.4,20
26,166,50,13.5,856.3,79
47,152,97,10.5,1669.9,94
39,159,46,8.0,475.7,74
46,172,57,10.5,843.6,82
49,167,87,8.0,525.3,43
25,150,87,13.5,1025.0,52
17,184,92,10.5,1741.3,106
51,180,55,8.0,269.0,36
27,150,95,13.5,490.2,22
50,152,91,13.5,1515.9,77
32,152,67,8.0,1001.0,110
25,186,99,10.5,1832.9,111
48,168,60,13.5,356.2,27
31,178,75,8.0,413.4,41
28,174,55,10.5,294.1,32
49,182,98,13.5,705.0,32
30,185,60,8.0,752.9,91
24,178,52,13.5,1120.6,100
24,175,48,13.5,801.3,76
43,153,84,8.0,340.1,28
28,163,48,13.5,259.5,25
17,176,69,8.0,1095.0,117
59,182,47,10.5,784.3,100
56,171,76,8.0,1156.4,114
58,152,47,10.5,260.1,31
27,172,71,13.5,1024.5,65
55,170,73,8.0,1105.5,110
59,172,76,8.0,284.3,28
47,153,94,8.0,1588.8,120
33,170,95,8.0,956.5,71
49,186,63,10.5,1142.1,107
48,180,65,10.5,217.1,20
45,170,49,13.5,750.0,71
37,175,62,13.5,255.0,18
37,184,72,13.5,390.2,25
56,187,86,13.5,2281.9,118
39,173,66,8.0,775.5,88
22,160,65,10.5,1166.0,106
38,178,50,10.5,207.9,25
54,152,45,10.5,873.9,113
53,150,49,10.5,764.8,93
24,168,85,13.5,416.3,22
57,171,56,8.0,766.6,98
51,163,70,10.5,882.4,73
27,163,90,8.0,444.7,35
40,165,78,8.0,873.0,79
37,182,93,8.0,1403.6,107
18,162,58,8.0,318.2,38
56,187,70,10.5,524.8,44
35,161,89,10.5,1780.8,118
55,187,71,10.5,1419.4,113
44,188,53,13.5,1336.2,111
33,182,70,10.5,1201.7,98
22,182,91,13.5,1381.7,71
35,178,66,13.5,1403.6,94
54,154,91,13.5,1858.4,87
44,155,74,10.5,1388.2,109
18,180,87,10.5,494.0,31
54,165,92,10.5,1158.5,73
53,180,61,13.5,595.4,45
20,174,70,13.5,1216.0,78
38,182,80,8.0,685.8,62
42,162,45,13.5,379.5,37
59,159,52,13.5,983.3,84
52,173,93,10.5,718.7,44
29,159,79,8.0,718.2,69
48,180,96,8.0,272.0,21
33,162,59,8.0,944.8,118
57,152,91,10.5,2004.1,120
52,183,66,8.0,796.0,89
35,177,58,8.0,934.3,112
51,168,70,10.5,312.3,26
56,172,72,8.0,707.3,74
44,181,67,13.5,969.8,66
17,162,58,13.5,522.9,41
58,182,68,13.5,416.8,26
34,183,46,13.5,284.3,27
56,182,89,13.5,1796.5,86
49,154,70,13.5,1530.1,94
28,152,58,13.5,999.6,76
24,156,95,13.5,935.2,43
40,173,51,13.5,569.3,49
32,171,47,10.5,618.8,74
20,172,91,10.5,668.7,43
54,179,67,13.5,672.1,45
43,167,90,10.5,1446.5,91
25,181,87,10.5,1306.7,90
32,156,91,13.5,1533.0,75
28,182,89,13.5,331.9,16
47,154,62,10.5,509.6,47
40,177,82,13.5,1595.0,86
30,157,79,13.5,1310.6,76
41,164,95,13.5,2618.5,119
50,153,59,13.5,955.4,73
19,183,69,10.5,681.8,54
40,154,99,8.0,905.4,63
58,182,81,10.5,1757.0,119
25,154,72,8.0,439.1,46
42,187,54,8.0,382.0,52
36,183,83,8.0,1271.2,106
56,175,61,10.5,1023.0,93
26,150,83,10.5,1527.3,101
35,153,66,10.5,1186.6,102
19,188,70,10.5,330.1,27
40,175,88,10.5,1464.6,99
21,182,69,8.0,671.1,68
19,182,61,10.5,984.3,90
43,157,57,8.0,203.5,27
32,169,64,10.5,576.4,53
31,165,69,10.5,449.3,37
51,170,48,13.5,1165.9,106
28,175,54,8.0,201.6,28
57,172,47,10.5,248.5,31
42,167,85,10.5,547.9,38
50,180,89,10.5,1090.0,72
39,161,62,13.5,1119.3,77
47,150,91,8.0,617.3,48
36,158,80,10.5,931.6,65
28,152,91,10.5,1639.3,100
39,175,66,10.5,273.2,24
20,158,78,13.5,1549.6,86
39,165,91,10.5,584.0,35
17,173,52,8.0,374.1,51
41,163,84,8.0,242.0,21
18,152,93,8.0,1366.9,104
46,183,88,8.0,341.9,27
19,182,63,10.5,997.9,94
37,173,86,13.5,831.4,44
41,158,85,13.5,896.7,45
36,162,81,13.5,361.7,19
38,151,50,10.5,401.9,46
37,156,96,13.5,639.9,30
49,170,70,8.0,824.2,87
54,168,78,10.5,491.3,36
31,174,89,13.5,1629.8,78
31,171,50,8.0,387.1,58
41,160,81,8.0,600.2,54
37,182,77,10.5,715.5,51
40,181,97,10.5,1538.1,92
21,170,66,13.5,457.4,30
22,188,65,13.5,824.4,57
59,169,50,13.5,1136.1,98
39,157,50,10.5,706.2,77
20,186,99,13.5,638.7,29
43,158,92,13.5,1242.0,58
34,174,48,8.0,724.3,104
37,174,74,8.0,246.8,23
44,182,55,8.0,597.1,79
51,151,74,13.5,1878.8,113
38,168,75,10.5,746.3,58
56,169,68,8.0,313.9,34
39,178,99,10.5,1454.2,84
19,155,53,13.5,1388.1,120
56,166,99,13.5,2001.6,88
26,174,47,8.0,306.7,47
41,187,95,10.5,1625.0,94
24,153,75,8.0,1219.5,114
27,179,84,13.5,371.3,20
21,169,81,10.5,1375.8,97
53,152,80,8.0,510.5,45
54,172,68,13.5,1186.4,80
45,167,75,8.0,316.4,32
21,175,50,10.5,1087.0,120
25,185,46,10.5,325.8,42
18,157,64,10.5,954.2,82
17,166,72,10.5,1036.6,79
56,180,55,10.5,1150.5,120
46,186,48,8.0,643.3,94
27,182,59,8.0,475.0,59
44,176,50,8.0,515.8,72
28,153,98,8.0,853.8,61
55,171,93,13.5,1603.4,80
42,175,74,13.5,1108.0,66
29,181,82,8.0,575.1,50
24,173,95,13.5,304.6,15
44,184,46,13.5,574.9,53
46,186,59,10.5,1033.1,101
25,181,55,8.0,792.6,104
55,156,52,13.5,1009.5,89
47,182,70,13.5,1911.0,120
37,180,95,8.0,203.2,15
50,161,89,10.5,1398.1,89
47,160,88,8.0,1277.4,102
41,173,49,10.5,772.0,88
28,157,50,13.5,306.7,28
17,181,70,10.5,1119.8,92
38,187,98,10.5,1406.5,85
56,171,48,8.0,234.4,37
53,183,63,13.5,772.7,57
17,168,64,8.0,332.8,36
17,169,77,8.0,826.4,74
58,163,64,13.5,1575.1,114
58,182,93,8.0,518.8,41
37,159,56,8.0,521.4,70
31,165,91,10.5,263.3,16
33,153,45,8.0,329.8,53
38,176,70,13.5,1036.2,65
54,177,58,8.0,265.8,33
51,165,82,10.5,1113.5,76
32,182,81,8.0,935.2,85
24,168,55,8.0,659.9,90
33,170,80,8.0,853.2,81
33,171,57,10.5,763.9,77
42,158,87,13.5,387.1,19
29,158,47,13.5,891.7,86
33,158,77,10.5,1202.0,92
54,176,50,10.5,684.2,75
33,166,94,8.0,1423.9,114
30,157,54,13.5,986.5,85
22,165,49,10.5,186.9,21
51,167,67,13.5,984.2,64
30,182,54,8.0,444.7,60
24,150,88,10.5,1736.7,110
31,161,46,13.5,911.6,86
43,155,57,13.5,1101.2,90
29,154,84,8.0,1040.6,88
47,165,46,10.5,228.6,28
51,167,64,13.5,1310.9,87
22,167,45,8.0,755.8,116
21,150,81,13.5,1944.2,108
38,168,53,8.0,614.0,83
39,157,61,13.5,1045.4,79
41,152,53,13.5,901.2,79
50,174,55,8.0,536.6,71
42,154,59,10.5,799.6,76
21,189,68,8.0,322.0,34
42,168,82,10.5,1268.2,89
36,167,99,13.5,919.3,40
22,180,79,13.5,1061.3,58
22,182,74,8.0,848.4,81
34,167,75,8.0,834.6,84
20,188,93,10.5,1273.6,76
33,165,49,10.5,527.1,59
30,165,88,10.5,368.0,25
30,187,94,8.0,1107.3,86
29,156,58,13.5,1464.5,107
23,163,97,8.0,1192.5,88
31,174,55,13.5,594.8,48
35,181,53,8.0,723.7,102
59,187,78,8.0,651.6,60
51,171,56,10.5,925.3,95
33,165,79,13.5,787.2,46
51,178,79,8.0,969.2,89
35,165,45,8.0,673.8,112
36,161,84,13.5,1972.3,102
52,166,66,8.0,181.7,19
51,186,73,13.5,1260.9,77
48,176,52,10.5,396.5,43
56,174,55,10.5,592.6,62
40,162,85,13.5,2064.6,112
33,157,81,10.5,445.3,30
23,154,58,13.5,490.1,39
59,161,74,8.0,1131.5,115
17,152,79,8.0,936.0,86
51,184,65,13.5,638.9,43
48,182,81,8.0,728.8,66
52,171,49,10.5,498.7,60
29,158,63,8.0,350.7,39
22,167,58,8.0,949.6,120
30,178,70,13.5,564.9,37
53,188,48,10.5,397.8,48
31,176,69,8.0,751.1,81
20,185,89,8.0,1332.2,108
56,166,86,13.5,944.4,48
32,183,69,13.5,735.5,46
44,152,62,10.5,453.8,43
32,154,84,8.0,258.4,23
20,163,52,13.5,891.0,80
42,152,83,13.5,1289.9,71
44,172,84,13.5,954.0,53
48,188,58,10.5,209.9,21
18,179,76,13.5,1369.0,83
47,172,95,10.5,368.7,22
19,176,82,10.5,1560.1,110
24,159,77,8.0,327.0,32
40,174,67,8.0,1064.4,116
31,162,59,10.5,962.4,96
59,165,77,8.0,683.1,63
47,183,69,8.0,1120.5,119
25,186,61,13.5,397.2,30
55,171,77,8.0,367.2,35
18,166,91,10.5,371.7,24
24,172,99,8.0,1692.0,120
23,185,46,13.5,195.3,18
55,158,58,10.5,560.8,58
58,151,97,8.0,300.8,22
32,181,84,10.5,990.4,69
51,171,84,8.0,366.8,33
46,162,95,13.5,1586.3,78
26,157,83,8.0,643.6,54
54,150,95,10.5,1933.0,118
34,166,50,10.5,596.9,65
21,161,50,10.5,200.1,23
45,153,47,8.0,277.1,44
55,162,51,8.0,507.5,70
50,180,95,8.0,1301.7,95
59,156,52,13.5,1424.2,118
39,172,86,13.5,1149.8,58
21,173,96,13.5,1550.7,73
46,154,59,10.5,286.4,29
22,154,91,10.5,1266.8,82
20,166,73,10.5,1067.4,84
45,179,77,10.5,1056.7,75
39,158,96,10.5,1614.4,94
22,155,74,8.0,1099.6,104
48,174,83,10.5,1633.2,115
58,168,71,8.0,370.1,37
34,165,80,13.5,1697.4,91
31,170,73,13.5,999.9,61
56,151,82,13.5,567.9,31
48,159,77,13.5,1257.1,71
25,165,81,13.5,1246.7,68
53,186,71,10.5,1369.0,105
26,164,99,10.5,1134.9,66
36,162,77,10.5,469.4,36
22,162,48,13.5,1238.5,115
19,181,66,13.5,1402.3,97
58,157,46,8.0,339.3,53
27,167,54,10.5,1027.9,113
59,185,49,13.5,311.1,27
33,175,54,13.5,1158.0,92
48,159,77,13.5,1823.4,109
20,180,98,8.0,1049.0,80
20,182,82,13.5,1219.2,66
33,178,57,8.0,947.7,117
57,154,75,8.0,1159.6,115
35,162,91,10.5,426.3,28
21,150,80,13.5,1573.1,87
48,172,89,8.0,1104.2,88
38,189,68,13.5,1148.0,77
22,152,96,10.5,1462.2,85
51,152,59,10.5,453.2,42
38,156,73,8.0,1002.4,103
17,185,52,10.5,546.6,60
36,184,49,10.5,344.2,42
38,164,73,10.5,198.4,16
27,189,91,13.5,608.7,31
29,152,48,13.5,780.8,73
58,178,56,8.0,527.7,66
19,179,89,8.0,223.3,18
25,188,46,10.5,712.2,91
28,167,71,10.5,1137.9,96
39,160,75,8.0,177.3,17
30,187,95,10.5,816.7,51
49,189,95,8.0,1435.8,111
34,150,80,13.5,2144.2,119
57,178,80,10.5,553.5,38
25,159,70,10.5,1009.4,86
39,177,87,10.5,758.6,49
26,180,71,13.5,243.2,16
35,168,49,13.5,524.9,47
21,152,64,10.5,1013.2,90
39,185,55,8.0,784.6,100
46,164,54,13.5,1109.2,91
41,182,84,10.5,347.6,24
44,175,82,10.5,1328.2,95
50,165,50,13.5,819.5,76
41,185,52,8.0,411.4,57
26,182,67,10.5,1011.0,83
30,169,91,8.0,920.3,73
58,162,70,8.0,228.0,23
46,182,90,13.5,1805.6,91
57,154,87,10.5,1120.8,74
41,186,56,10.5,741.4,77
30,163,70,8.0,614.1,66
51,176,57,13.5,470.6,37
50,172,84,13.5,853.6,44
26,163,62,13.5,786.8,57
51,189,69,8.0,794.4,82
27,153,77,8.0,382.4,35
27,188,91,10.5,891.6,57
37,168,84,13.5,1693.2,87
37,153,87,8.0,248.7,21
38,179,56,13.5,368.8,30
23,168,88,8.0,437.9,37
33,180,80,10.5,977.8,72
18,180,92,13.5,2140.3,101
28,158,48,8.0,310.4,45
58,162,49,13.5,890.4,83
34,163,81,8.0,214.8,20
27,159,52,8.0,557.7,79
32,180,86,8.0,882.2,73
34,186,93,13.5,867.3,42
51,172,72,8.0,320.3,32
42,176,75,10.5,1371.5,102
32,155,53,13.5,1075.2,91
22,175,98,10.5,1998.8,111
59,151,95,10.5,390.9,24
58,162,73,13.5,361.4,21
28,168,58,8.0,397.0,51
29,150,84,10.5,1554.1,110
20,189,85,13.5,1156.7,59
55,181,66,8.0,931.5,100
18,171,55,13.5,382.8,30
42,178,67,13.5,1513.6,102
43,151,45,13.5,295.7,28
43,189,90,8.0,299.4,25
31,187,81,10.5,1310.4,97
24,160,65,10.5,1126.0,101
23,166,70,13.5,778.5,48
56,157,90,13.5,1524.4,74
28,171,80,8.0,1297.5,118
29,153,98,13.5,580.8,27
59,160,67,13.5,763.8,53
33,157,45,13.5,577.7,58
33,158,98,10.5,717.4,42
52,175,99,13.5,1225.3,54
37,151,95,10.5,506.0,30
24,165,84,8.0,776.9,64
21,180,59,8.0,329.1,42
42,155,65,10.5,917.5,82
32,170,91,10.5,1684.9,106
52,175,53,10.5,698.1,74
44,168,97,10.5,441.1,26
45,177,53,13.5,372.5,30
28,157,54,10.5,640.0,67
53,163,96,10.5,1089.8,68
46,173,97,10.5,1028.1,63
39,186,70,13.5,807.5,50
32,175,85,13.5,1484.9,76
30,180,79,13.5,1681.6,98
26,181,96,8.0,507.8,40
23,151,69,13.5,1095.3,70
53,174,70,10.5,1291.3,104
45,151,55,13.5,429.3,36
19,150,82,13.5,1600.9,87
31,185,46,10.5,655.2,83
52,161,51,13.5,1137.1,95
35,158,62,8.0,525.2,63
29,185,71,13.5,1830.9,112
58,177,78,8.0,173.0,16
37,187,71,8.0,625.9,67
53,182,61,8.0,177.5,21
43,171,87,10.5,1666.1,114
45,174,88,13.5,1830.5,91
36,167,95,8.0,449.7,34
41,155,98,8.0,1392.4,108
22,167,68,13.5,653.3,44
52,165,69,10.5,1104.4,89
18,164,51,10.5,951.0,109
38,157,96,8.0,1075.6,81
48,162,50,10.5,626.7,73
32,156,97,13.5,1819.6,80
34,166,68,10.5,203.0,17
21,181,77,13.5,1236.5,70
52,171,93,8.0,1146.6,93
46,162,73,13.5,485.8,31
35,172,87,8.0,775.2,66
39,178,66,13.5,305.9,21
50,171,70,13.5,304.9,19
29,150,72,10.5,1421.0,112
59,178,94,13.5,2318.2,111
45,154,65,8.0,620.9,68
52,184,93,13.5,1516.6,75
38,159,51,8.0,202.4,30
52,168,61,8.0,1004.8,115
25,186,64,13.5,1173.9,81
55,156,85,10.5,1102.1,73
35,184,93,13.5,1251.8,61
54,162,64,13.5,881.4,62
22,159,98,10.5,1281.8,78
31,151,66,8.0,605.2,64
36,155,72,13.5,1618.6,99
25,157,84,10.5,774.8,55
48,185,93,10.5,1442.3,86
20,174,51,8.0,252.6,36
34,189,45,10.5,549.7,68
21,156,76,8.0,190.0,19
36,172,57,13.5,378.8,31
39,168,74,10.5,1440.2,115
27,171,67,13.5,1346.8,92
53,162,95,10.5,1996.5,117
38,170,63,10.5,618.9,55
20,150,76,13.5,1833.6,106
45,168,74,10.5,1465.9,109
50,182,73,13.5,1520.9,95
29,153,93,13.5,1066.8,49
58,152,89,8.0,692.1,54
25,176,73,13.5,587.4,36
58,184,74,8.0,608.9,62
47,177,60,13.5,925.0,67
23,155,84,10.5,1547.3,107
20,155,63,13.5,350.2,24
35,172,62,10.5,335.5,32
58,182,45,8.0,706.2,113
46,165,58,10.5,954.9,94
47,173,95,13.5,1292.8,63
51,154,91,10.5,1335.1,85
37,162,94,8.0,548.4,44
47,161,46,10.5,264.7,33
35,154,98,10.5,1223.9,69
47,186,72,13.5,1171.3,74
48,180,93,13.5,2169.4,101
18,177,94,10.5,1369.9,86
26,177,74,8.0,989.4,95
18,179,82,10.5,523.1,35
18,167,95,8.0,516.4,40
40,176,48,8.0,290.0,42
33,184,45,8.0,330.1,53
48,175,52,10.5,419.9,47
32,188,73,8.0,566.9,54
32,167,99,10.5,1601.9,97
55,182,83,8.0,470.4,43
47,174,47,8.0,223.3,34
59,180,76,10.5,465.6,34
40,186,54,13.5,1096.1,88
17,151,54,13.5,302.6,26
27,182,63,10.5,1278.9,111
37,188,90,10.5,626.7,39
20,181,78,13.5,715.2,39
23,167,77,13.5,306.5,18
42,166,67,13.5,276.6,18
28,183,99,10.5,412.8,23
47,188,72,8.0,285.4,29
33,156,76,10.5,556.7,40
49,184,94,13.5,1920.7,93
27,179,51,8.0,720.2,104
44,161,73,10.5,1411.1,106
48,184,52,13.5,1041.2,85
17,160,45,10.5,354.5,46
44,153,99,8.0,1187.7,90
58,174,47,13.5,1225.9,113
23,181,68,10.5,819.1,66
18,169,67,8.0,430.6,46
58,180,52,8.0,167.7,23
40,153,98,10.5,1619.3,92
20,187,91,8.0,328.1,27
35,150,81,13.5,1336.2,70
42,152,47,8.0,372.0,58
27,186,95,10.5,1869.0,111
56,171,77,13.5,1899.8,110
59,166,72,8.0,963.0,97
27,163,91,8.0,565.1,44
19,184,52,13.5,368.4,30
28,162,78,13.5,463.6,26
19,184,79,8.0,990.0,88
58,151,76,13.5,1303.4,80
43,162,68,10.5,392.6,32
18,165,58,8.0,212.3,27
32,167,76,10.5,1370.0,107
18,156,90,8.0,454.8,38
46,185,87,10.5,1797.9,116
36,179,60,10.5,286.6,26
54,156,48,13.5,812.5,74
44,164,96,8.0,959.4,74
41,189,81,13.5,1892.2,107
48,168,98,13.5,2210.7,100
26,186,65,8.0,980.5,114
58,151,58,10.5,150.7,15
56,162,75,8.0,601.2,57
49,189,99,8.0,989.1,69
29,180,92,8.0,682.1,54
57,165,62,13.5,1055.5,78
58,155,51,8.0,349.4,48
53,177,54,8.0,367.3,48
32,181,51,8.0,453.1,62
38,159,77,10.5,615.3,47
36,167,67,10.5,952.3,82
59,153,65,10.5,1383.0,116
43,158,63,10.5,468.5,44
57,156,92,13.5,2063.4,98
32,157,63,13.5,1435.5,104
50,156,80,8.0,1029.2,93
48,189,73,13.5,1438.1,85
42,152,62,10.5,921.2,85
41,166,46,8.0,282.0,43
18,151,45,8.0,228.6,37
28,164,91,10.5,802.6,48
56,178,49,10.5,835.0,98
25,171,64,10.5,313.4,29
28,153,55,13.5,1360.1,111
42,155,86,8.0,816.4,67
25,187,46,10.5,258.2,31
26,175,47,8.0,505.1,78
48,160,67,8.0,916.9,98
50,175,99,13.5,1728.2,75
36,166,56,8.0,567.3,71
55,173,64,10.5,1035.3,91
18,177,49,10.5,902.2,102
17,184,81,8.0,575.8,51
52,180,82,8.0,226.4,21
40,162,74,13.5,349.5,22
43,184,53,10.5,981.7,101
18,165,78,10.5,1211.2,92
47,164,97,8.0,1089.8,82
30,167,88,8.0,444.5,35
18,186,79,8.0,794.6,75
45,176,96,10.5,1529.2,88
31,184,66,8.0,942.1,100
28,184,88,13.5,2242.4,108
53,177,68,13.5,1616.3,108
44,188,61,8.0,778.6,94
36,187,54,13.5,1124.9,89
55,158,74,13.5,1620.7,100
40,161,90,13.5,874.9,43
37,164,67,13.5,600.1,39
26,170,76,13.5,1203.1,72
30,184,61,10.5,312.0,28
53,182,94,8.0,1216.1,92
34,168,95,13.5,1632.6,80
40,172,61,8.0,552.9,68
30,162,58,13.5,1150.8,91
50,150,53,10.5,732.1,81
28,178,84,10.5,661.7,44
38,173,46,13.5,317.6,32
22,165,89,13.5,1341.4,68
52,174,69,13.5,1842.7,114
52,172,83,10.5,511.3,35
38,177,53,10.5,606.9,67
30,165,98,8.0,1375.1,97
32,187,66,10.5,337.6,30
52,160,87,13.5,855.5,42
41,152,90,8.0,229.2,18
48,164,48,10.5,593.5,69
49,150,70,10.5,364.7,29
52,156,73,13.5,1282.0,78
36,150,89,8.0,1003.2,79
34,181,78,10.5,423.3,30
54,158,67,10.5,393.1,34
19,178,81,13.5,1407.4,78
39,175,55,8.0,371.5,47
48,172,50,8.0,658.7,95
32,178,62,8.0,738.0,83
21,187,65,8.0,755.8,83
20,182,86,13.5,1406.2,72
37,156,80,10.5,707.2,53
56,161,85,10.5,1323.6,91
30,180,82,8.0,567.3,50
55,181,78,8.0,1175.5,108
47,169,61,8.0,701.0,82
30,166,81,10.5,1462.6,101
22,185,69,10.5,429.2,35
28,152,82,8.0,903.9,77
32,150,56,13.5,1221.9,99
33,176,67,10.5,237.8,20
39,189,97,10.5,616.1,38
30,182,86,8.0,795.5,67
23,169,66,13.5,1581.1,109
48,163,65,8.0,861.8,97
31,185,71,8.0,1122.8,116
33,154,75,13.5,1452.0,90
57,172,50,13.5,1031.5,92
50,164,71,13.5,1073.0,64
21,155,84,10.5,374.5,26
43,182,78,8.0,773.1,70
39,168,56,10.5,285.6,29
56,162,89,13.5,1908.5,97
30,178,97,10.5,1725.5,106
31,155,51,13.5,602.0,54
59,164,54,13.5,687.1,55
49,165,89,8.0,999.3,83
47,173,61,8.0,675.5,83
51,172,70,8.0,190.4,20
33,159,65,10.5,1158.5,101
44,166,72,8.0,823.2,81
35,179,90,13.5,2302.5,115
39,159,46,8.0,299.0,47
48,168,98,10.5,973.1,57
56,178,87,8.0,400.5,35
29,151,45,8.0,603.7,98
36,185,95,8.0,1047.3,79
51,168,97,10.5,2000.0,117
21,156,80,13.5,571.9,31
25,175,95,13.5,2326.1,107
45,164,70,13.5,338.8,22
22,187,73,8.0,768.4,78
41,152,65,8.0,931.8,104
47,187,55,10.5,413.7,42
38,165,84,13.5,2030.8,112
18,151,55,8.0,826.7,104
21,180,80,8.0,300.1,27
43,177,93,8.0,1450.8,115
41,156,83,10.5,399.8,27
24,179,84,13.5,938.1,52
17,156,79,10.5,538.3,39
36,185,98,13.5,1673.4,76
39,178,78,13.5,627.4,37
48,173,99,8.0,1415.7,100
27,188,91,8.0,453.7,35
55,153,68,8.0,617.4,68
40,178,98,8.0,1029.6,77
27,154,66,8.0,385.7,44
45,178,49,13.5,1015.4,89
42,179,77,8.0,858.0,82
32,178,80,8.0,1220.9,111
51,175,91,10.5,1408.0,90
36,168,64,10.5,955.9,87
19,175,63,13.5,668.2,46
17,186,79,13.5,1621.1,89
17,176,96,10.5,1935.4,115
33,179,87,10.5,587.7,38
18,179,61,8.0,177.4,21
45,152,89,8.0,1008.9,86
36,156,87,13.5,2078.5,111
22,158,78,10.5,1389.6,103
24,162,53,13.5,183.3,15
45,164,70,8.0,171.4,17
49,154,46,13.5,1163.9,118
19,178,97,13.5,904.6,42
51,184,53,13.5,660.9,57
21,176,53,8.0,839.5,111
43,176,84,13.5,1173.2,60
28,157,61,8.0,122.9,15
36,181,45,10.5,418.1,52
36,169,69,13.5,1667.9,105
25,159,87,13.5,2197.4,116
55,162,84,8.0,565.6,49
20,178,86,13.5,1723.3,88
35,184,69,8.0,818.3,90
54,157,83,13.5,1627.7,88
43,178,79,10.5,907.7,68
59,180,47,10.5,925.1,112
29,179,94,10.5,646.5,38
29,171,81,13.5,767.3,42
38,170,88,13.5,679.7,36
44,161,88,10.5,440.3,30
38,160,95,10.5,453.6,27
59,151,74,8.0,1146.9,114
35,151,82,8.0,1302.5,114
24,183,78,10.5,1002.5,76
24,152,56,10.5,574.1,57
58,165,63,13.5,1483.3,101
42,153,81,10.5,1354.9,92
42,172,88,8.0,549.0,46
39,169,93,8.0,1058.8,81
59,174,61,8.0,866.4,105
29,179,54,8.0,743.6,97
44,167,99,8.0,1317.5,100
25,160,93,8.0,937.4,71
36,178,91,10.5,1250.5,79
35,166,56,8.0,665.8,83
